tweet_id,retweet_count,favorite_count
671538301157904385,386,920
671542985629241344,552,1076
671544874165002241,1028,1941
671547767500775424,581,1327
671550332464455680,204,894
671561002136281088,7090,12593
671729906628341761,4264,8361
671735591348891648,740,1419
671743150407421952,233,736
671744970634719232,748,1335
671763349865160704,896,1644
671768281401958400,494,1176
671789708968640512,3413,6950
671855973984772097,431,886
671866342182637568,483,1098
671874878652489728,543,1225
671879137494245376,658,1392
671882082306625538,1356,3408
671891728106971137,563,1308
671896809300709376,4082,8371
672068090318987265,507,1269
672082170312290304,356,929
672095186491711488,363,989
672125275208069120,1121,2353
672139350159835138,683,1716
672160042234327040,351,860
672169685991993344,363,1002
672205392827572224,1128,2225
672222792075620352,208,770
672231046314901505,985,1798
672239279297454080,318,880
672245253877968896,155,674
672248013293752320,594,1703
672254177670729728,724,1412
672256522047614977,1515,2771
672264251789176834,331,1122
672267570918129665,604,1477
672272411274932228,3303,6377
672466075045466113,527,1336
672475084225949696,689,1414
672481316919734272,124,710
672482722825261057,588,1114
672488522314567680,430,1094
672523490734551040,165,624
672538107540070400,358,1017
672591271085670400,179,708
672591762242805761,330,936
672594978741354496,601,1313
672604026190569472,392,1098
672609152938721280,380,1098
672614745925664768,566,1207
672622327801233409,483,1280
672640509974827008,314,965
672828477930868736,484,1235
672834301050937345,553,1299
672877615439593473,355,1015
672884426393653248,824,1521
672898206762672129,421,892
672902681409806336,495,1346
672964561327235073,629,1401
672968025906282496,532,1301
672970152493887488,352,933
672975131468300288,893,1652
672980819271634944,985,1799
672984142909456390,536,1245
672988786805112832,288,972
672995267319328768,285,937
672997845381865473,709,1942
673148804208660480,616,1669
673213039743795200,830,2212
673240798075449344,717,1404
673270968295534593,360,1052
673295268553605120,3118,7413
673317986296586240,253,863
673320132811366400,7769,13295
673342308415348736,570,1255
673343217010679808,267,955
673345638550134785,1241,2472
673350198937153538,208,737
673352124999274496,530,1638
673355879178194945,565,1474
673359818736984064,661,1430
673363615379013632,301,1006
673576835670777856,553,1368
673580926094458881,268,821
673583129559498752,356,1174
673612854080196609,714,1583
673636718965334016,354,1089
673656262056419329,236,709
673662677122719744,359,1239
673680198160809984,461,1352
673686845050527744,433,1419
673688752737402881,486,1245
673689733134946305,641,1714
673697980713705472,1916,3745
673700254269775872,557,1420
673705679337693185,399,1241
673707060090052608,385,1089
673708611235921920,281,1070
673709992831262724,272,835
673711475735838725,297,1027
673715861853720576,2034,3503
673716320723169284,733,3047
673887867907739649,251,925
673906403526995968,1614,3154
673919437611909120,368,1152
673956914389192708,942,1925
674008982932058114,345,1183
674014384960745472,629,1544
674019345211760640,299,1117
674024893172875264,1203,1765
674036086168010753,206,839
674038233588723717,410,1089
674042553264685056,127,714
674045139690631169,633,1403
674051556661161984,483,1428
674053186244734976,1282,3289
674063288070742018,2176,6302
674075285688614912,282,976
674082852460433408,167,750
674255168825880576,546,1448
674262580978937856,450,1293
674265582246694913,844,1631
674269164442398721,225,899
674271431610523648,729,1550
674291837063053312,5805,14578
674307341513269249,6877,11225
674318007229923329,513,1398
674330906434379776,72,556
674372068062928900,314,840
674394782723014656,567,1492
674410619106390016,458,1189
674416750885273600,140,675
674422304705744896,533,1424
674436901579923456,392,1102
674447403907457024,353,1052
674468880899788800,2014,6174
674606911342424069,96,933
674632714662858753,568,1487
674638615994089473,572,1667
674644256330530816,265,1016
674646392044941312,489,1423
674664755118911488,251,906
674670581682434048,641,1590
674690135443775488,465,1136
674737130913071104,91,639
674739953134403584,384,1094
674742531037511680,50,486
674743008475090944,547,1390
674752233200820224,460,1447
674754018082705410,446,1356
674764817387900928,235,783
674767892831932416,782,1812
674774481756377088,468,1104
674781762103414784,1190,1985
674788554665512960,207,811
674790488185167872,247,1093
674793399141146624,1077,2492
674800520222154752,854,3001
674805413498527744,351,854
674999807681908736,1094,2231
675003128568291329,464,1551
675006312288268288,224,978
675015141583413248,1179,2698
675047298674663426,323,1052
675109292475830276,1126,2775
675111688094527488,251,959
675113801096802304,777,1944
675135153782571009,485,1287
675145476954566656,896,2117
675146535592706048,301,1179
675147105808306176,233,937
675149409102012420,1671,3707
675153376133427200,2568,6239
675166823650848770,1587,3583
675334060156301312,1277,2759
675349384339542016,2251,3896
675354435921575936,16791,32495
675362609739206656,230,1040
675372240448454658,511,1682
675432746517426176,561,1516
675483430902214656,978,1833
675489971617296384,595,1293
675497103322386432,1290,3132
675501075957489664,5802,17084
675517828909424640,462,1287
675522403582218240,288,1035
675531475945709568,381,1182
675534494439489536,414,1810
675706639471788032,96,640
675707330206547968,684,1971
675710890956750848,817,1887
675740360753160193,343,1164
675781562965868544,467,1623
675798442703122432,3392,10240
675820929667219457,232,1047
675822767435051008,533,1514
675845657354215424,874,2269
675849018447167488,144,935
675853064436391936,1291,2681
675870721063669760,568,1633
675878199931371520,1397,4174
675888385639251968,955,2375
675891555769696257,855,2129
675898130735476737,569,1616
676089483918516224,436,1314
676098748976615425,1423,3006
676101918813499392,1158,2814
676121918416756736,1157,2161
676146341966438401,659,1912
676191832485810177,1039,2280
676215927814406144,580,1742
676219687039057920,30999,75790
676237365392908289,288,1220
676263575653122048,550,2076
676430933382295552,347,1396
676440007570247681,668,1723
676470639084101634,4669,11617
676496375194980353,532,1517
676533798876651520,553,1878
676575501977128964,1115,2589
676582956622721024,279,1201
676588346097852417,789,2319
676590572941893632,124,916
676593408224403456,2166,4582
676603393314578432,382,1158
676606785097199616,439,1884
676613908052996102,199,1084
676617503762681856,968,2901
676776431406465024,2029,5010
676811746707918848,423,1420
676819651066732545,667,1815
676821958043033607,15650,23095
676864501615042560,712,2105
676897532954456065,720,2250
676916996760600576,1806,2986
676936541936185344,4930,12750
676942428000112642,752,2080
676946864479084545,371,1732
676948236477857792,864,2178
676949632774234114,394,1313
676957860086095872,810,2240
676975532580409345,1075,2793
677187300187611136,925,2759
677228873407442944,1648,3559
677269281705472000,709,2003
677301033169788928,406,1242
677314812125323265,533,1651
677328882937298944,1511,3654
677331501395156992,237,1096
677334615166730240,285,1354
677335745548390400,1793,3055
677530072887205888,231,1071
677547928504967168,3692,6969
677557565589463040,1160,2452
677565715327688705,465,1305
677573743309385728,716,2140
677644091929329666,802,1871
677662372920729601,959,1953
677673981332312066,1511,3346
677687604918272002,851,2497
677698403548192770,322,1237
677700003327029250,1452,3409
677716515794329600,980,3083
677895101218201600,2099,4875
677918531514703872,414,1355
677961670166224897,1693,3442
678021115718029313,6382,13828
678023323247357953,388,1944
678255464182861824,367,1602
678278586130948096,6116,11518
678334497360859136,258,1315
678341075375947776,540,1745
678380236862578688,919,2469
678389028614488064,431,1888
678396796259975168,418,1611
678399652199309312,32079,79959
678410210315247616,1833,4258
678424312106393600,2574,5537
678446151570427904,1563,4037
678643457146150913,418,2066
678675843183484930,1485,2893
678708137298427904,2445,5645
678740035362037760,1693,3791
678755239630127104,3322,7192
678764513869611008,480,1651
678767140346941444,1371,3577
678774928607469569,916,2836
678798276842360832,1175,3482
678800283649069056,906,2613
678969228704284672,466,1663
678991772295516161,1183,2336
679001094530465792,1237,2856
679047485189439488,675,2269
679062614270468097,8226,17183
679111216690831360,2595,6032
679132435750195208,1167,2998
679148763231985668,1043,2806
679158373988876288,8148,21626
679405845277462528,1218,2401
679462823135686656,19069,32093
679475951516934144,647,2118
679503373272485890,1492,3194
679511351870550016,1281,3413
679527802031484928,729,2676
679530280114372609,2105,4843
679722016581222400,472,1676
679729593985699840,838,2187
679736210798047232,808,2124
679777920601223168,1119,3126
679828447187857408,14213,36767
679844490799091713,774,2398
679854723806179328,1249,2900
679862121895714818,630,2485
679872969355714560,672,2209
679877062409191424,657,2003
680070545539371008,892,2623
680085611152338944,9101,12979
680100725817409536,1396,3622
680115823365742593,919,2750
680130881361686529,960,2320
680145970311643136,1765,3663
680161097740095489,747,2358
680176173301628928,1573,3945
680191257256136705,507,2178
680206703334408192,1193,2876
680221482581123072,297,1480
680440374763077632,504,1465
680473011644985345,751,2582
680494726643068929,489,1750
680497766108381184,1946,4292
680583894916304897,1366,3679
680609293079592961,717,2678
680798457301471234,1048,2885
680801747103793152,826,2406
680805554198020098,674,2181
680836378243002368,1345,3520
680889648562991104,367,1789
680913438424612864,631,2442
680934982542561280,441,2110
680940246314430465,1064,3249
680959110691590145,2034,4639
680970795137544192,670,2462
681193455364796417,1505,3756
681231109724700672,496,2449
681242418453299201,542,1508
681261549936340994,278,1480
681281657291280384,1116,3274
681297372102656000,970,3266
681302363064414209,1846,4000
681320187870711809,755,2677
681339448655802368,4151,9459
681340665377193984,285,1663
681523177663676416,5859,14538
681579835668455424,1319,3617
681610798867845120,477,1942
681654059175129088,937,2679
681679526984871937,451,1799
681694085539872773,4136,12989
681891461017812993,832,2503
681981167097122816,1048,2854
682003177596559360,1554,3187
682032003584274432,2044,6696
682047327939461121,959,3244
682059653698686977,1713,5023
682088079302213632,10046,18576
682242692827447297,1185,3311
682259524040966145,1229,4227
682303737705140231,996,3102
682389078323662849,470,1689
682393905736888321,686,2271
682406705142087680,1796,7711
682429480204398592,1176,3485
682638830361513985,610,2101
682662431982772225,1096,3114
682697186228989953,363,1329
682750546109968385,445,1537
682788441537560576,1125,2517
682808988178739200,172,1813
682962037429899265,16897,37493
683030066213818368,747,2189
683078886620553216,572,2019
683098815881154561,670,2202
683111407806746624,927,3454
683142553609318400,1060,2923
683357973142474752,942,2977
683391852557561860,2432,7776
683449695444799489,1624,3958
683462770029932544,682,2468
683481228088049664,1010,2689
683498322573824003,976,3224
683515932363329536,2948,7475
683742671509258241,3371,6592
683773439333797890,1378,3401
683828599284170753,1085,2843
683834909291606017,1129,2668
683849932751646720,986,2651
683852578183077888,351,1961
683857920510050305,1139,3858
684097758874210310,1453,4192
684122891630342144,476,2044
684147889187209216,1531,3036
684177701129875456,673,2050
684188786104872960,1195,3547
684195085588783105,519,1949
684200372118904832,1053,2195
684222868335505415,1396,3887
684225744407494656,212,1251
684241637099323392,3352,8308
684460069371654144,568,2008
684481074559381504,1190,3948
684538444857667585,969,2693
684567543613382656,1246,3078
684588130326986752,1437,4185
684594889858887680,3582,9065
684800227459624960,1020,2769
684830982659280897,22017,35660
684880619965411328,832,2142
684902183876321280,537,1911
684914660081053696,1478,3573
684926975086034944,468,3557
684940049151070208,1064,3271
684959798585110529,3187,6929
684969860808454144,378,2419
685169283572338688,1442,4185
685198997565345792,677,2382
685268753634967552,1217,3160
685307451701334016,452,2110
685315239903100929,1077,3408
685321586178670592,655,2700
685325112850124800,4035,9622
685532292383666176,1182,3085
685547936038666240,15944,33549
685641971164143616,794,2986
685663452032069632,1483,3309
685667379192414208,584,2395
685681090388975616,129,2070
685906723014619143,2951,7652
685943807276412928,604,1658
685973236358713344,533,2140
686003207160610816,646,1856
686007916130873345,424,2530
686034024800862208,1175,3164
686035780142297088,121,1172
686050296934563840,736,2244
686286779679375361,1687,4064
686358356425093120,681,2220
686377065986265092,579,2240
686386521809772549,894,3312
686394059078897668,695,1769
686606069955735556,553,1929
686618349602762752,1389,3763
686683045143953408,819,2869
686730991906516992,1220,4212
686749460672679938,1477,3539
686760001961103360,1410,3576
686947101016735744,3245,8774
687096057537363968,612,2284
687102708889812993,997,2382
687109925361856513,2500,5904
687124485711986689,512,2202
687127927494963200,2325,5539
687312378585812992,1935,4433
687317306314240000,9331,20488
687399393394311168,632,1929
687460506001633280,550,2089
687476254459715584,543,2022
687480748861947905,246,1626
687494652870668288,583,1933
687664829264453632,514,1976
687704180304273409,854,2471
687732144991551489,676,1794
687807801670897665,724,2432
687818504314159109,964,2533
687826841265172480,1139,2779
687841446767013888,2563,5568
688064179421470721,365,1756
688116655151435777,793,2875
688179443353796608,590,2167
688211956440801280,847,2272
688385280030670848,4541,9453
688519176466644993,734,2356
688547210804498433,712,2652
688789766343622656,670,2259
688804835492233216,193,976
688828561667567616,377,1400
688894073864884227,706,2277
688898160958271489,792,2134
688908934925697024,784,2152
688916208532455424,889,2771
689143371370250240,521,2043
689154315265683456,1014,3126
689255633275777024,1101,2602
689275259254616065,244,1169
689280876073582592,723,2020
689283819090870273,1126,3333
689289219123089408,959,2289
689517482558820352,1458,3463
689557536375177216,465,2079
689599056876867584,5622,11833
689623661272240129,645,2262
689659372465688576,3946,10543
689661964914655233,938,3264
689835978131935233,756,2193
689877686181715968,1194,3083
689905486972461056,704,2472
689977555533848577,457,1390
689993469801164801,458,1483
689999384604450816,375,1452
690005060500217858,1712,3717
690015576308211712,743,2546
690021994562220032,1044,2841
690248561355657216,422,1702
690348396616552449,525,1536
690360449368465409,903,2704
690374419777196032,863,3303
690400367696297985,459,1912
690597161306841088,616,1998
690607260360429569,17,296
690649993829576704,285,1329
690690673629138944,822,2363
690728923253055490,526,2213
690735892932222976,1294,3848
690932576555528194,1044,3346
690938899477221376,2005,4180
690959652130045952,1273,3649
690989312272396288,2917,5984
691090071332753408,340,1743
691096613310316544,893,3009
691321916024623104,671,2613
691416866452082688,7765,19642
691444869282295808,859,2696
691459709405118465,1158,4116
691483041324204033,575,2414
691675652215414786,520,1986
691756958957883396,1026,2915
691793053716221953,4295,8281
691820333922455552,1686,4019
692017291282812928,977,2924
692041934689402880,1290,3454
692142790915014657,399,1672
692158366030913536,798,2177
692187005137076224,835,2570
692417313023332352,3525,9501
692423280028966913,231,1507
692530551048294401,420,1866
692535307825213440,1385,3230
692568918515392513,1568,4428
692752401762250755,3693,6935
692828166163931137,894,2919
692894228850999298,820,2310
692901601640583168,610,1796
692905862751522816,885,2473
692919143163629568,763,2713
693095443459342336,473,1886
693109034023534592,627,1740
693155686491000832,3263,8004
693231807727280129,748,2912
693262851218264065,508,2260
693267061318012928,825,2426
693280720173801472,1254,3410
693486665285931008,645,1807
693582294167244802,259,1680
693590843962331137,1984,5140
693622659251335168,378,1561
693629975228977152,805,2480
693642232151285760,416,2576
693644216740769793,126,1369
693647888581312512,601,2738
693942351086120961,375,1769
693993230313091072,405,1902
694001791655137281,1043,3461
694183373896572928,943,2998
694206574471057408,2066,4239
694329668942569472,510,2034
694342028726001664,487,1594
694352839993344000,626,2068
694356675654983680,290,1527
694669722378485760,14624,36379
694905863685980160,950,2798
694925794720792577,932,2745
695051054296211456,793,2700
695064344191721472,595,1625
695074328191332352,1117,2893
695095422348574720,627,2673
695314793360662529,1476,3694
695409464418041856,3637,8803
695446424020918272,1844,4468
695629776980148225,2136,4647
695767669421768709,761,1894
695794761660297217,790,3218
695816827381944320,1182,3061
696100768806522880,663,1965
696405997980676096,1170,3257
696488710901260288,1034,2579
696490539101908992,145,1233
696518437233913856,1731,3965
696713835009417216,662,2410
696744641916489729,953,2100
696754882863349760,366,1504
696877980375769088,718,2472
696886256886657024,1834,4944
696894894812565505,686,2378
696900204696625153,1035,3228
697242256848379904,681,2560
697255105972801536,1178,3078
697259378236399616,1020,3346
697270446429966336,1909,4763
697463031882764288,1415,3467
697482927769255936,684,2458
697516214579523584,1136,2096
697575480820686848,503,2070
697596423848730625,1279,3070
697616773278015490,1025,3214
697630435728322560,547,1785
697881462549430272,1203,3057
697943111201378304,693,2432
697990423684476929,1315,3352
697995514407682048,335,1546
698178924120031232,752,2854
698195409219559425,6076,17035
698262614669991936,2031,4837
698342080612007937,965,2297
698355670425473025,458,1900
698549713696649216,635,2366
698635131305795584,345,1311
698703483621523456,385,1468
698710712454139905,687,2513
698907974262222848,635,2583
698953797952008193,919,2742
698989035503689728,997,3426
699036661657767936,1215,2645
699060279947165696,1834,3825
699072405256409088,1213,3042
699079609774645248,667,2494
699088579889332224,644,2278
699323444782047232,875,3216
699370870310113280,448,1924
699413908797464576,630,2111
699423671849451520,331,1395
699434518667751424,521,2202
699446877801091073,2656,6055
699691744225525762,4693,10445
699775878809702401,609,1988
699779630832685056,1262,2805
699788877217865730,512,2269
699801817392291840,966,3112
700002074055016451,1361,3371
700029284593901568,597,2108
700062718104104960,701,2695
700143752053182464,2773,7655
700151421916807169,682,2271
700167517596164096,748,2674
700462010979500032,1820,4202
700505138482569216,585,2324
700518061187723268,807,2664
700747788515020802,9479,23247
700796979434098688,961,2482
700847567345688576,509,2502
700864154249383937,628,2640
700890391244103680,574,2252
701214700881756160,5201,12417
701545186879471618,619,2701
701570477911896070,937,2866
701601587219795968,460,2122
701805642395348998,1707,3474
701889187134500865,1411,3601
701952816642965504,1043,3896
701981390485725185,1004,3507
702217446468493312,1359,4874
702276748847800320,774,2508
702321140488925184,1056,3321
702332542343577600,1570,3243
702539513671897089,973,2930
702598099714314240,3497,12406
702671118226825216,568,2237
702684942141153280,1084,3278
702899151802126337,460,1632
702932127499816960,734,2636
703041949650034688,12690,26772
703079050210877440,3136,7515
703268521220972544,555,1999
703356393781329922,392,1947
703382836347330562,1155,3567
703407252292673536,705,2488
703425003149250560,1384,3853
703611486317502464,1549,3918
703631701117943808,690,2634
703769065844768768,1158,3331
703774238772166656,473,1868
704054845121142784,928,2972
704113298707505153,574,1877
704134088924532736,471,1529
704347321748819968,356,1604
704364645503647744,3611,8129
704480331685040129,1086,3448
704491224099647488,80,771
704499785726889984,1028,2977
704761120771465216,2949,6727
704819833553219584,1005,2687
704847917308362754,1557,5169
704859558691414016,549,2284
704871453724954624,1127,4337
705066031337840642,626,2213
705102439679201280,520,2181
705223444686888960,807,2616
705239209544720384,763,3056
705428427625635840,1712,3870
705442520700944385,1651,4503
705475953783398401,933,3001
705591895322394625,1167,3220
705786532653883392,525,1970
705898680587526145,562,2404
705970349788291072,905,3202
705975130514706432,739,3157
706153300320784384,387,1508
706166467411222528,1627,5244
706169069255446529,2252,3962
706265994973601792,946,2771
706291001778950144,480,1726
706310011488698368,8061,21689
706346369204748288,942,3505
706516534877929472,1045,3146
706538006853918722,1448,3512
706593038911545345,643,2190
706644897839910912,1109,2613
706681918348251136,988,3369
706901761596989440,604,2094
706904523814649856,7979,14802
707014260413456384,601,2336
707021089608753152,1388,4147
707038192327901184,801,2215
707059547140169728,685,2631
707297311098011648,796,2822
707315916783140866,650,2514
707377100785885184,1102,3323
707387676719185920,1306,3554
707411934438625280,605,2331
707420581654872064,707,2314
707610948723478529,6458,17236
707629649552134146,889,2614
707693576495472641,1013,3477
707738799544082433,2502,4156
707741517457260545,624,2526
707776935007539200,965,3332
707969809498152960,978,2751
707983188426153984,2,51
707995814724026368,1136,3178
708026248782585858,1949,4444
708109389455101952,555,1975
708119489313951744,994,2732
708130923141795840,858,3445
708149363256774660,1573,4342
708349470027751425,748,2387
708356463048204288,1335,3641
708400866336894977,10231,16233
708469915515297792,830,3146
708479650088034305,685,2597
708711088997666817,731,2580
708738143638450176,829,2787
708810915978854401,7020,16721
708834316713893888,507,1711
708845821941387268,909,3041
708853462201716736,663,1819
709042156699303936,1659,4816
709158332880297985,421,2069
709179584944730112,675,2036
709198395643068416,651,2463
709207347839836162,5899,12772
709225125749587968,580,2445
709409458133323776,693,2662
709449600415961088,584,2269
709519240576036864,240,1515
709556954897764353,1089,3348
709566166965075968,1220,3599
709852847387627521,1212,3571
709901256215666688,100,679
709918798883774466,1080,3038
710117014656950272,2013,5578
710140971284037632,893,2803
710153181850935296,902,2951
710269109699739648,1136,2427
710272297844797440,1265,4605
710283270106132480,522,2179
710296729921429505,749,2410
710588934686908417,1898,4613
710609963652087808,2410,4858
710658690886586372,571,2349
710833117892898816,541,2730
710844581445812225,699,2585
710997087345876993,1399,4635
711008018775851008,619,3037
711306686208872448,744,3365
711363825979756544,1155,3716
711652651650457602,927,3914
711694788429553666,18615,33305
711732680602345472,4173,8991
711743778164514816,997,2892
711968124745228288,2342,8182
711998809858043904,126,0
712065007010385924,638,2298
712085617388212225,491,3311
712092745624633345,901,2979
712097430750289920,1050,3840
712309440758808576,25,246
712438159032893441,1584,5403
712668654853337088,1229,4230
712717840512598017,5063,12517
712809025985978368,6795,18796
713175907180089344,1487,4527
713177543487135744,2870,7327
713411074226274305,1312,4491
713761197720473600,1396,4944
713900603437621249,751,2876
713909862279876608,544,1939
713919462244790272,795,3341
714141408463036416,1421,4366
714214115368108032,887,2303
714251586676113411,843,3324
714258258790387713,726,3069
714485234495041536,1153,2728
714606013974974464,940,3678
714631576617938945,1012,3317
714957620017307648,1422,4185
714962719905021952,4329,7449
714982300363173890,1049,3794
715009755312439296,1254,4222
715200624753819648,1911,5211
715220193576927233,661,2451
715342466308784130,695,3080
715360349751484417,1591,5545
715680795826982913,1639,4371
715696743237730304,1306,3959
715704790270025728,569,2846
715733265223708672,1709,4727
715758151270801409,1448,3778
715928423106027520,891,3235
716080869887381504,1938,6830
716285507865542656,1080,2809
716439118184652801,214,2404
716447146686459905,5955,13241
716730379797970944,433,1254
716791146589110272,1556,7423
716802964044845056,1187,4343
717009362452090881,982,3295
